species,Mono,Bltc,Sp_D,Sp_L,Maze,St_H,St_D,St_V,Sddl,Eyes,Area
Symbolophorus veranyi,0,1,0,0,0,0,0,0,0,0,0
Symphodus bailloni,0,1,0,0,0,0,0,0,0,0,0
Symphodus caeruleus,0,1,0,0,1,1,0,0,0,1,0
Symphodus cinereus,0,1,0,1,0,0,0,0,0,1,0
Symphodus doderleini,0,0,0,0,0,1,0,0,0,0,0
Symphodus mediterraneus,1,0,0,0,0,0,0,0,0,1,1
Symphodus melops,0,0,0,0,1,0,0,0,0,0,0
Symphodus ocellatus,0,0,0,0,0,1,0,0,0,1,0
Symphodus roissali,0,1,0,0,0,1,0,0,0,0,0
Symphodus rostratus,0,0,0,0,0,1,0,0,0,0,0
Symphodus tinca,0,0,0,0,0,1,0,0,0,1,0
Symphodus trutta,0,1,0,0,0,0,0,0,1,0,0
Symphorichthys spilurus,0,0,0,0,0,1,0,1,0,1,0
Symphorus nematophorus,0,0,0,0,0,1,0,1,0,0,0
Symphurus atramentatus,0,1,0,0,0,0,0,1,0,0,0
Symphurus callopterus,0,0,1,0,0,0,0,1,0,0,0
Symphurus chabanaudi,0,0,0,0,0,0,0,1,0,0,0
Symphurus civitatium,0,0,0,0,0,0,0,1,0,0,0
Symphurus diomedeanus,0,1,0,0,0,0,0,0,0,0,0
Symphurus elongatus,1,0,0,0,0,0,0,0,0,0,0
Symphurus fasciolaris,0,0,1,0,0,0,0,1,0,0,0
Symphurus ginsburgi,1,0,0,0,0,0,0,0,0,0,0
Symphurus gorgonae,0,1,0,0,0,0,0,1,0,0,0
Symphurus insularis,0,0,0,0,1,0,0,0,0,0,0
Symphurus jenynsi,0,0,0,0,0,0,0,1,0,0,0
Symphurus leei,0,1,0,0,0,0,0,0,0,0,0
Symphurus ligulatus,0,1,0,0,0,0,0,1,0,0,0
Symphurus megasomus,0,1,0,0,0,0,0,0,0,0,0
Symphurus melanurus,0,1,0,0,0,0,0,0,0,0,0
Symphurus melasmatotheca,1,0,0,0,0,0,0,0,0,0,0
Symphurus multimaculatus,1,0,0,0,0,0,0,1,0,0,0
Symphurus nigrescens,0,1,0,0,0,0,0,0,0,0,0
Symphurus novemfasciatus,0,0,0,0,0,0,0,1,0,0,0
Symphurus oculellus,0,0,0,0,0,0,0,1,0,0,0
Symphurus oligomerus,0,1,1,0,0,0,0,0,0,0,0
Symphurus orientalis,0,0,0,0,0,0,0,1,0,0,0
Symphurus piger,1,0,0,0,0,0,0,0,0,0,1
Symphurus plagiusa,0,1,0,0,0,0,0,1,0,0,0
Symphurus plagusia,0,1,0,0,0,0,0,1,0,0,0
Symphurus reticulatus,0,0,1,0,1,0,0,0,0,0,0
Symphurus strictus,1,0,0,0,0,0,0,0,0,0,0
Symphurus tessellatus,1,0,0,0,0,0,0,1,0,0,0
Symphurus urospilus,0,1,0,0,0,0,0,1,0,0,0
Symphysanodon katayamai,1,0,0,0,0,1,0,0,0,0,0
Symphysanodon maunaloae,1,0,0,0,0,0,0,0,0,0,0
Symphysanodon typus,0,0,0,0,0,0,0,0,0,0,1
Symphysodon aequifasciatus,0,0,0,0,1,0,0,1,0,0,0
Symphysodon discus,0,0,0,0,1,0,0,1,0,0,0
Symphysodon tarzoo,0,0,0,0,0,0,0,1,0,0,0
Sympterichthys politus,0,0,1,0,0,0,0,0,0,0,0
Sympterygia acuta,1,0,0,1,0,0,0,0,0,0,0
Sympterygia bonapartii,0,1,1,0,0,0,0,0,0,0,0
Sympterygia brevicaudata,0,1,1,0,0,0,0,0,0,0,0
Sympterygia lima,0,1,1,0,1,0,0,0,0,0,0
Synagrops bellus,0,1,0,0,0,0,0,0,0,0,0
Synagrops japonicus,0,1,0,0,0,0,0,0,0,0,0
Synagrops serratospinosus,1,1,0,0,0,0,0,0,0,0,0
Synanceia horrida,0,1,0,0,0,0,0,0,0,0,0
Synanceia nana,0,1,0,0,0,0,0,0,0,0,0
Synanceia verrucosa,0,1,0,0,0,0,0,0,0,0,0
Synaphobranchus affinis,1,0,0,0,0,0,0,0,0,0,0
Synaphobranchus brevidorsalis,0,1,0,0,0,0,0,0,0,0,0
Synaphobranchus kaupii,1,0,0,0,0,0,0,0,0,0,0
Synaptolaemus cingulatus,0,0,0,0,0,0,0,1,0,0,0
Synaptura albomaculata,1,0,0,0,0,0,0,0,0,0,0
Synaptura commersonnii,0,1,0,0,0,0,0,0,0,0,0
Synaptura marginata,0,1,0,0,0,0,0,0,0,0,0
Synaptura marginata of,0,1,0,0,1,0,0,0,0,0,0
Synapturichthys kleinii,0,1,1,1,0,0,0,0,0,0,0
Synbranchus marmoratus,0,0,1,0,1,0,0,0,0,0,0
Synchiropus altivelis,1,0,0,0,0,0,0,0,0,0,0
Synchiropus atrilabiatus,0,0,0,0,0,0,0,0,1,0,0
Synchiropus bartelsi,0,1,0,1,0,0,0,0,0,0,0
Synchiropus circularis,0,0,0,1,0,0,0,0,0,0,0
Synchiropus corallinus,0,1,0,1,0,0,0,0,0,0,0
Synchiropus delandi,0,1,0,0,0,0,0,0,0,0,0
Synchiropus goodenbeani,0,1,0,0,0,0,0,0,0,0,0
Synchiropus grinnelli,0,0,1,0,0,0,0,0,0,0,0
Synchiropus kiyoae,0,1,1,1,0,0,0,0,1,0,0
Synchiropus lineolatus,0,1,1,1,0,0,0,0,0,0,0
Synchiropus morrisoni,0,0,1,1,0,0,0,0,0,0,0
Synchiropus moyeri,0,0,1,0,0,0,0,0,0,0,0
Synchiropus phaeton,0,1,1,0,0,0,0,0,0,0,0
Synchiropus picturatus,0,0,1,0,0,0,0,0,0,0,0
Synchiropus rameus,0,1,0,0,0,0,0,0,0,0,0
Synchiropus randalli,0,1,1,1,0,0,0,0,0,0,0
Synchiropus rosulentus,0,1,0,1,0,0,0,0,1,0,0
Synchiropus sechellensis,0,1,0,0,0,0,0,1,0,0,0
Synchiropus splendidus,0,0,0,0,1,0,0,0,0,0,0
Synchiropus stellatus,0,0,1,1,0,0,0,0,0,0,0
Synchiropus sycorax,0,0,0,1,0,0,0,0,0,0,0
Synchiropus tudorjonesi,0,1,0,1,0,0,0,0,0,0,0
Synchirus gilli,0,1,0,0,0,0,0,0,1,0,0
Synclidopus macleayanus,0,0,0,0,1,0,0,1,0,0,0
Syncrossus beauforti,0,0,1,0,0,1,0,0,0,0,0
Syncrossus berdmorei,0,0,1,0,0,0,0,1,0,0,0
Syncrossus helodes,0,0,1,0,0,0,0,1,0,0,0
Syncrossus hymenophysa,0,0,0,0,0,0,0,1,0,0,0
Syncrossus reversa,0,0,0,0,0,0,0,1,0,0,0
Synechogobius hasta,0,1,0,0,0,0,0,0,0,0,0
Syngnathoides biaculeatus,0,1,0,0,0,0,0,1,0,0,0
Syngnathus abaster,0,1,0,0,0,0,0,0,0,0,0
Syngnathus acus,0,0,0,0,0,0,0,1,0,0,0
Syngnathus auliscus,1,0,0,0,0,0,0,0,0,0,0
Syngnathus caribbaeus,0,1,0,0,0,0,0,0,0,0,0
Syngnathus floridae,0,1,0,0,0,0,0,0,0,0,0
Syngnathus folletti,0,1,0,0,0,0,0,0,0,0,0
Syngnathus fuscus,0,1,0,0,0,0,0,0,0,0,0
Syngnathus leptorhynchus,0,1,0,0,0,0,0,0,0,0,0
Syngnathus louisianae,0,1,0,0,0,0,0,0,0,0,0
Syngnathus pelagicus,0,1,0,1,0,0,0,0,0,0,0
Syngnathus phlegon,0,1,1,0,0,0,0,0,0,0,0
Syngnathus rostellatus,0,1,0,0,0,0,0,0,0,0,0
Syngnathus schlegeli,0,1,0,0,0,0,0,1,0,0,0
Syngnathus schmidti,0,0,0,1,0,0,0,0,0,0,0
Syngnathus scovelli,0,0,0,0,0,0,0,1,0,0,0
Syngnathus taenionotus,0,0,0,0,0,0,0,0,0,0,1
Syngnathus tenuirostris,0,0,1,1,0,0,0,1,0,0,0
Syngnathus typhle,0,1,0,0,0,0,0,0,0,0,0
Syngnathus watermeyeri,0,1,0,0,0,0,0,0,0,0,0
Synodontis acanthomias,0,0,1,0,0,0,0,0,0,0,0
Synodontis acanthoperca,0,0,1,0,0,0,0,1,0,0,0
Synodontis afrofischeri,0,0,0,0,1,0,0,0,0,0,0
Synodontis alberti,0,0,1,0,0,0,0,0,0,0,0
Synodontis albolineatus,0,0,1,0,0,1,0,0,0,0,0
Synodontis angelica,0,0,0,1,0,0,0,0,0,0,0
Synodontis angelicus,0,0,0,1,0,0,0,0,0,0,0
Synodontis aterrimus,0,0,0,0,1,0,0,0,0,0,0
Synodontis bastiani,0,0,1,0,0,0,0,0,0,0,0
Synodontis batensoda,0,0,1,0,0,0,0,0,0,0,0
Synodontis batesii,0,1,0,0,0,0,0,0,0,0,0
Synodontis brichardi,0,0,0,0,0,0,0,1,0,0,0
Synodontis budgetti,1,0,1,0,0,0,0,0,0,0,0
Synodontis camelopardalis,0,0,1,0,0,0,0,0,0,0,0
Synodontis caudalis,0,0,1,0,1,0,0,0,0,0,0
Synodontis caudovittatus,0,1,0,0,0,0,0,0,0,0,0
Synodontis centralis,0,0,1,0,1,0,0,0,0,0,0
Synodontis clarias,0,0,1,0,0,0,0,0,0,0,0
Synodontis comoensis,0,0,0,0,1,0,0,0,0,0,0
Synodontis congicus,0,0,1,0,0,0,0,0,0,1,0
Synodontis contractus,0,0,0,1,0,0,0,0,0,0,0
Synodontis courteti,0,0,1,0,0,0,0,0,0,0,0
Synodontis decora,0,0,1,0,0,0,0,0,1,0,0
Synodontis decorus,0,1,1,0,0,0,0,0,1,0,0
Synodontis dhonti,0,0,1,0,0,0,0,0,0,0,0
Synodontis euptera,0,0,1,0,0,0,0,0,0,0,0
Synodontis eupterus,0,0,1,0,0,0,0,0,0,0,0
Synodontis flavitaeniata,0,0,0,0,0,1,0,0,0,0,0
Synodontis flavitaeniatus,0,0,0,0,0,1,0,0,0,0,0
Synodontis frontosus,0,0,1,0,0,0,0,0,0,0,0
Synodontis fuelleborni,0,1,0,0,1,0,0,0,0,0,0
Synodontis gobroni,0,0,1,0,1,0,0,0,0,0,0
Synodontis grandiops,0,0,1,0,0,0,0,0,0,0,0
Synodontis granulosa,1,0,0,0,0,0,0,0,0,0,0
Synodontis granulosus,1,0,0,0,0,0,0,0,0,0,0
Synodontis greshoffi,0,0,0,0,1,0,0,0,0,0,0
Synodontis haugi,0,0,0,0,0,0,0,0,0,0,1
Synodontis irsacae,0,0,1,0,0,0,0,0,0,0,0
Synodontis katangae,0,0,1,0,0,0,0,0,0,0,0
Synodontis koensis,0,0,0,0,1,0,0,0,0,0,0
Synodontis kogonensis,1,0,0,0,0,0,0,0,0,0,0
Synodontis leopardinus,0,0,1,0,0,0,0,0,0,0,0
Synodontis leopardus,0,0,1,0,0,0,0,0,0,0,0
Synodontis levequei,1,0,0,0,0,0,0,0,0,0,0
Synodontis longirostris,0,0,1,0,0,0,0,0,0,0,0
Synodontis longispinis,1,0,0,0,0,0,0,0,0,0,0
Synodontis lucipinnis,0,0,1,0,0,0,0,0,0,0,0
Synodontis macrops,0,0,1,0,0,0,0,0,0,0,0
Synodontis manni,1,0,0,0,0,0,0,0,0,0,0
Synodontis marmoratus,0,0,0,0,0,0,0,1,0,0,0
Synodontis melanostictus,0,0,1,0,0,0,0,0,0,0,0
Synodontis membranaceus,1,0,0,0,0,0,0,0,0,0,0
Synodontis multimaculatus,0,0,1,0,0,0,0,0,0,0,0
Synodontis multipunctatus,0,0,1,0,0,0,0,0,0,0,0
Synodontis nebulosus,0,0,1,0,0,0,0,0,0,0,0
Synodontis nigrita,0,0,1,0,0,0,0,0,0,0,0
Synodontis nigriventris,0,1,0,0,0,0,0,0,0,0,0
Synodontis nigromaculatus,0,0,1,0,0,0,0,0,0,0,0
Synodontis njassae,0,0,1,0,0,0,0,0,0,0,0
Synodontis notata,0,0,0,0,0,0,0,0,0,1,0
Synodontis notatus,0,0,0,0,0,0,0,0,0,1,0
Synodontis nummifer,0,0,1,0,0,0,0,0,0,0,0
Synodontis obesus,0,0,1,0,0,0,0,0,0,0,0
Synodontis omias,1,0,0,0,0,0,0,0,0,0,0
Synodontis orientalis,0,1,1,0,0,0,0,0,0,0,0
Synodontis ornatipinnis,0,0,0,0,1,0,0,0,0,0,0
Synodontis ornatissimus,0,0,1,0,0,0,0,0,0,0,0
Synodontis ouemeensis,1,0,0,0,0,0,0,0,0,0,0
Synodontis pardalis,0,0,1,0,0,0,0,0,0,0,0
Synodontis petricola,0,0,1,0,0,0,0,0,0,0,0
Synodontis pleurops,0,0,0,0,1,0,0,0,0,0,0
Synodontis polli,0,0,1,0,0,0,0,0,0,0,0
Synodontis polyodon,1,0,0,0,0,0,0,0,0,0,0
Synodontis pulcher,0,0,1,0,0,0,0,0,0,0,0
Synodontis punctifer,0,0,1,0,0,0,0,0,0,0,0
Synodontis rebeli,0,0,1,0,0,0,0,0,0,0,0
Synodontis resupinatus,0,0,1,0,0,0,0,0,0,0,0
Synodontis ricardoae,0,0,1,0,0,0,0,0,0,0,0
Synodontis robbianus,0,0,1,0,0,0,0,0,0,0,0
Synodontis robertsi,0,0,0,0,1,0,0,0,0,0,0
Synodontis rukwaensis,0,1,1,0,0,0,0,0,0,0,0
Synodontis schall,0,0,1,0,0,0,0,0,0,0,0
Synodontis schoutedeni,0,0,0,0,1,0,0,0,0,0,0
Synodontis serpentis,0,0,0,0,1,0,0,0,0,0,0
Synodontis smiti,0,1,0,0,0,0,0,1,1,0,0
Synodontis soloni,0,0,0,0,1,0,0,0,0,0,0
Synodontis sorex,0,0,1,0,0,0,0,0,0,0,0
Synodontis steindachneri,0,0,0,0,1,0,0,0,0,0,0
Synodontis tessmanni,1,0,0,0,0,0,0,0,0,0,0
Synodontis tourei,0,0,0,0,1,0,0,0,0,0,0
Synodontis vaillanti,0,1,0,0,0,0,0,0,0,0,0
Synodontis velifer,0,0,1,0,0,0,0,0,0,0,0
Synodontis vermiculatus,1,0,0,0,0,0,0,0,0,0,0
Synodontis victoriae,0,0,1,0,0,0,0,0,0,0,0
Synodontis violaceus,1,0,0,0,0,0,0,0,0,0,0
Synodontis waterloti,0,0,1,0,0,1,0,0,0,0,0
Synodontis zambezensis,1,0,0,0,0,0,0,0,0,0,0
Synodontis zanzibaricus,0,0,1,0,0,0,0,0,0,0,0
Synodus binotatus,0,0,1,0,1,0,0,0,1,0,0
Synodus bondi,0,1,0,0,0,0,0,0,0,0,0
Synodus capricornis,0,0,1,0,0,0,0,1,1,0,0
Synodus dermatogenys,0,0,1,0,0,1,0,1,1,0,0
Synodus doaki,0,0,1,0,0,1,0,1,1,0,0
Synodus evermanni,0,0,1,0,0,0,0,0,0,0,0
Synodus falcatus,0,0,1,0,0,0,0,1,1,0,0
Synodus foetens,0,0,1,0,0,0,0,0,1,0,0
Synodus fuscus,0,0,1,0,0,0,0,1,1,0,0
Synodus hoshinonis,0,0,1,0,0,0,0,1,1,0,0
Synodus indicus,0,0,1,0,0,0,0,0,1,0,0
Synodus intermedius,0,0,1,0,0,1,0,1,1,0,0
Synodus jaculum,0,0,1,0,0,1,0,1,1,0,0
Synodus kaianus,0,1,0,0,0,0,0,0,0,0,0
Synodus lacertinus,0,0,1,0,0,1,0,1,1,0,0
Synodus lobeli,0,0,0,0,0,1,0,0,0,0,0
Synodus lucioceps,0,1,1,0,0,1,0,0,0,0,0
Synodus macrocephalus,0,1,1,0,0,0,0,0,0,0,0
Synodus macrops,0,1,1,0,0,0,0,1,0,0,0
Synodus myops,0,0,0,0,0,1,0,1,1,0,0
Synodus oculeus,0,0,0,0,0,1,0,1,1,0,0
Synodus orientalis,0,0,0,0,0,1,0,0,0,0,0
Synodus poeyi,0,0,1,0,0,0,0,0,0,0,0
Synodus randalli,0,1,0,1,0,0,0,0,1,0,0
Synodus rubromarmoratus,0,0,1,0,0,0,0,1,1,0,0
Synodus sageneus,0,1,0,1,0,0,0,0,0,0,0
Synodus saurus,0,0,0,0,0,1,0,1,1,0,0
Synodus scituliceps,1,0,0,0,0,0,0,0,0,0,0
Synodus sechurae,0,1,0,0,0,0,0,0,1,0,0
Synodus similis,0,0,1,0,0,1,0,1,1,0,0
Synodus synodus,0,0,1,0,0,1,0,1,1,0,0
Synodus taiwanensis,0,0,1,0,0,0,0,1,1,0,0
Synodus tectus,0,0,1,0,0,0,0,1,1,0,0
Synodus ulae,0,0,1,0,0,1,0,1,1,0,0
Synodus usitatus,0,1,1,0,0,0,0,1,1,0,0
Synodus variegatus,0,0,1,1,0,1,0,0,1,0,0
Systomus asoka,0,0,1,0,0,0,0,0,0,1,0
Systomus chryseus,1,0,0,0,0,0,0,0,0,0,0
Systomus endecanalis,0,0,0,0,0,0,0,1,0,0,0
Systomus pleurotaenia,0,0,0,0,0,1,0,0,0,0,0
Systomus rubripinnis,1,0,0,0,0,0,0,0,0,0,0
Systomus rufus,0,0,0,0,0,0,0,0,0,1,0
Systomus sarana,1,0,0,0,0,0,0,0,0,0,0
Taaningichthys paurolychnus,0,1,0,0,0,0,0,0,0,0,0
Tachysurus adiposalis,1,0,0,0,0,0,0,0,0,0,0
Tachysurus dumerili,0,0,0,0,0,0,0,0,0,0,1
Tachysurus fulvidraco,0,0,0,0,0,1,1,0,0,0,0
Tachysurus hoi,1,0,0,0,0,0,0,0,0,0,0
Tachysurus nitidus,0,0,0,0,0,0,0,0,0,0,1
Tachysurus spilotus,0,0,0,0,0,1,1,0,0,0,0
Tachysurus virgatus,0,0,0,0,0,1,0,0,1,0,0
Taeniacara candidi,0,0,0,0,0,1,0,0,0,0,0
Taeniamia ataenia,1,0,0,0,0,0,0,0,0,0,0
Taeniamia biguttata,0,0,0,0,0,0,1,0,0,1,0
Taeniamia bilineata,0,0,0,0,0,1,0,0,0,1,0
Taeniamia buruensis,0,0,0,0,0,1,0,0,0,1,0
Taeniamia fucata,0,0,0,0,0,0,0,1,0,1,0
Taeniamia kagoshimanus,0,0,0,0,0,0,0,1,0,1,0
Taeniamia leai,1,0,0,0,0,0,0,0,0,0,0
Taeniamia lineolata,0,0,0,0,0,0,0,1,0,1,0
Taeniamia macroptera,0,0,0,0,0,0,1,1,0,1,0
Taeniamia melasma,0,0,0,0,0,0,1,1,0,1,0
Taeniamia mozambiquensis,0,0,0,0,0,0,0,1,0,1,0
Taeniamia pallida,1,0,0,0,0,0,0,0,0,1,0
Taeniamia zosterophora,0,0,0,0,0,0,0,1,0,1,0
Taenianotus triacanthus,1,1,0,0,1,0,0,0,0,0,0
Taeniochromis holotaenia,0,0,0,0,0,1,0,0,0,0,0
Taenioides anguillaris,0,1,0,0,0,0,0,0,0,0,0
Taenioides buchanani,0,1,0,0,0,0,0,0,0,0,0
Taenioides cirratus,0,1,0,0,0,0,0,0,0,0,0
Taenioides esquivel,0,1,0,0,0,0,0,0,0,0,0
Taenioides kentalleni,1,0,0,0,0,0,0,0,0,0,0
Taenioides limicola,0,1,0,0,0,0,0,0,0,0,0
Taenioides purpurascens,0,1,0,0,0,0,0,0,0,0,0
Taeniolethrinops furcicauda,0,0,0,0,0,0,1,1,0,0,0
Taeniura grabata,1,0,0,0,0,0,0,0,0,0,0
Taeniura lymma,0,0,0,1,0,0,0,0,0,0,0
Taeniura meyeni,0,1,1,0,0,0,0,0,0,0,0
Taeniurops meyeni,0,1,0,0,0,0,0,0,0,0,0
Tahuantinsuyoa macantzatza,0,0,0,1,0,0,0,1,0,0,0
Takifugu alboplumbeus,0,0,0,1,0,0,0,0,0,1,0
Takifugu bimaculatus,0,0,0,0,1,0,0,0,0,1,0
Takifugu chrysops,0,0,1,0,0,0,0,0,0,0,0
Takifugu exascurus,0,0,0,1,1,0,0,0,0,0,0
Takifugu flavipterus,0,0,0,1,0,0,0,0,0,0,0
Takifugu niphobles,0,0,0,1,0,0,0,0,0,1,0
Takifugu oblongus,0,0,0,1,1,0,0,1,0,0,0
Takifugu obscurus,0,0,0,1,0,1,0,0,0,1,0
Takifugu ocellatus,0,0,0,0,0,0,0,0,0,1,1
Takifugu pardalis,0,0,1,0,0,0,0,0,0,0,0
Takifugu poecilonotus,0,0,0,1,0,0,0,0,0,0,0
Takifugu porphyreus,0,1,1,1,0,0,0,0,0,1,0
Takifugu rubripes,0,1,1,0,0,0,0,0,0,1,1
Takifugu snyderi,0,1,1,1,1,0,0,0,0,0,0
Takifugu stictonotus,0,0,1,1,0,0,0,0,0,0,0
Takifugu vermicularis,0,0,0,1,0,0,0,0,0,0,0
Takifugu xanthopterus,0,0,0,0,0,0,1,0,0,0,0
Talamancaheros sieboldii,0,1,0,0,0,1,0,0,0,0,0
Talismania homoptera,1,0,0,0,0,0,0,0,0,0,0
Talismania longifilis,1,0,0,0,0,0,0,0,0,0,0
Tanakia himantegus,0,0,0,0,0,1,0,0,0,0,0
Tanakia koreensis,1,0,0,0,0,0,0,0,0,0,0
Tanakia lanceolata,1,0,0,0,0,0,0,0,0,0,0
Tanakia latimarginata,1,0,0,0,0,0,0,0,0,0,0
Tanakia limbata,1,0,0,0,0,0,0,0,0,0,0
Tanakia signifer,1,0,0,0,0,0,0,0,0,0,0
Tanakia somjinensis,1,0,0,0,0,0,0,0,0,0,0
Tanakia tanago,1,0,0,0,0,0,0,0,0,0,0
Tanakius kitaharae,0,1,0,0,0,0,0,0,0,0,0
Tandanus tandanus,0,1,0,0,0,0,0,0,0,0,0
Tanganicodus irsacae,0,0,0,1,0,0,0,1,0,1,0
Tanganikallabes mortiauxi,1,0,0,0,0,0,0,0,0,0,0
Tanichthys albonubes,0,0,0,0,0,1,0,0,0,0,0
Tanichthys micagemmae,0,0,0,0,0,1,0,0,0,0,0
Tanyemblemaria alleni,0,1,1,0,0,0,0,0,0,0,0
Taractes asper,0,1,0,0,0,0,0,0,0,0,0
Taractes rubescens,1,0,0,0,0,0,0,0,0,0,0
Taractichthys longipinnis,1,0,0,0,0,0,0,0,0,0,0
Taractichthys steindachneri,1,0,0,0,0,0,0,0,0,0,0
Tarphops oligolepis,0,1,1,1,0,0,0,0,0,0,0
Tateurndina ocellicauda,0,0,0,0,0,0,0,1,0,0,0
Tathicarpus butleri,0,1,0,0,0,0,0,0,0,0,0
Tatia aulopygia,1,0,0,1,0,0,0,0,0,0,0
Tatia dunni,0,0,1,0,1,0,0,0,0,0,0
Tatia intermedia,0,0,0,1,0,0,0,0,0,0,0
Tatia musaica,0,0,0,1,0,0,0,0,1,0,1
Tatia neivai,0,0,0,1,0,0,0,0,0,0,0
Tatia strigata,0,1,0,0,0,0,0,0,0,0,0
Taunayia bifasciata,0,1,0,0,0,0,0,0,0,0,0
Taurocottus bergi,0,0,0,0,0,0,0,0,0,0,1
Taurulus bubalis,0,1,0,0,0,0,0,0,0,0,0
Tautoga onitis,0,1,0,0,0,0,0,1,0,0,0
Tautogolabrus adspersus,0,1,0,0,0,0,0,1,0,0,0
Teixeirichthys jordani,0,0,0,0,0,1,0,0,0,0,0
Telatrygon acutirostra,1,0,0,0,0,0,0,0,0,0,0
Telatrygon zugei,1,0,0,0,0,0,0,0,0,0,0
Teleocichla centisquama,0,1,1,0,0,0,0,0,1,0,0
Teleocichla centrarchus,0,1,1,0,0,0,0,0,0,0,0
Teleocichla monogramma,1,0,0,0,0,0,0,0,0,0,0
Teleocichla proselytus,0,1,0,0,0,0,0,0,1,0,0
Teleogramma brichardi,0,0,0,0,0,0,0,0,1,0,0
Teleogramma depressa,1,0,0,0,0,0,0,0,0,0,0
Teleogramma gracile,1,0,0,0,0,0,0,0,0,0,0
Teleogramma monogramma,0,0,0,0,0,0,0,1,0,0,0
Teleogramma obamaorum,0,0,0,0,0,0,0,1,0,0,0
Telestes dabar,0,0,0,0,0,1,0,0,0,0,0
Telestes karsticus,0,0,0,0,0,0,0,0,0,0,1
Telestes metohiensis,0,0,0,0,0,1,0,0,0,0,0
Telestes miloradi,0,0,0,0,0,1,0,0,0,0,0
Telestes montenigrinus,0,0,0,0,0,1,0,0,0,0,0
Telestes muticellus,0,0,0,0,0,1,0,0,0,0,0
Telestes pleurobipunctatus,0,0,0,0,0,1,0,0,0,0,0
Telestes souffia,0,0,0,0,0,1,0,0,0,0,0
Telmatherina bonti,1,0,0,0,0,0,0,0,0,0,0
Telmatherina celebensis,1,0,0,0,0,0,0,0,0,0,0
Telmatherina sarasinorum,1,0,0,0,0,0,0,0,0,0,0
Telmatochromis bifrenatus,0,0,0,0,0,1,0,0,0,0,0
Telmatochromis brichardi,0,0,0,0,0,1,0,0,0,0,0
Telmatochromis dhonti,1,0,0,0,0,0,0,0,0,0,0
Telmatochromis temporalis,1,0,0,0,0,0,0,0,0,0,0
Telmatochromis vittatus,0,0,0,0,0,1,0,0,0,0,0
Temera hardwickii,1,0,0,0,0,0,0,0,0,0,0
Tenellus leporhinus,0,0,0,0,0,1,0,0,0,0,0
Tenellus ternetzi,0,0,0,0,0,1,0,0,0,0,0
Tenellus trimaculatus,0,0,0,0,0,1,0,0,0,0,0
Tentoriceps cristatus,0,1,0,0,0,0,0,0,0,0,0
Tenualosa ilisha,1,0,0,0,0,0,0,0,0,0,0
Tenualosa thibaudeaui,0,0,1,0,0,0,0,0,0,0,0
Tenualosa toli,1,0,0,0,0,0,0,0,0,0,0
Tephrinectes sinensis,0,1,0,0,0,0,0,0,0,0,0
Teramulus kieneri,0,0,0,0,0,1,0,0,0,0,0
Teramulus waterloti,0,0,0,0,0,1,0,0,0,0,0
Terapon jarbua,0,0,0,0,0,0,1,0,0,0,0
Terapon puta,0,0,0,0,0,1,0,0,0,0,0
Terapon theraps,0,0,0,0,0,1,0,0,0,0,0
Terelabrus dewapyle,0,0,0,0,0,1,0,0,0,0,0
Terelabrus rubrovittatus,0,0,0,0,0,1,0,0,0,0,0
Terranatos dolichopterus,0,0,1,0,0,1,0,0,0,0,0
Tetrabrachium ocellatum,0,0,0,1,0,0,0,0,0,0,0
Tetractenos glaber,0,0,1,0,0,0,0,0,1,0,0
Tetragonopterus argenteus,0,0,0,0,0,0,0,0,0,1,0
Tetragonopterus chalceus,0,0,0,0,0,0,0,0,0,1,0
Tetragonurus cuvieri,0,1,0,0,0,0,0,0,0,0,0
Tetranematichthys quadrifilis,1,0,0,0,0,0,0,0,0,0,0
Tetranematichthys wallacei,0,1,1,0,0,0,0,0,0,0,0
Tetraodon biocellatus,0,1,0,0,0,0,0,0,0,0,0
Tetraodon lineatus,0,0,0,0,1,0,0,0,0,0,0
Tetraodon mbu,0,0,0,0,1,0,0,0,0,0,0
Tetraodon miurus,0,1,1,1,0,0,0,0,0,0,0
Tetraodon palembangensis,0,1,0,1,0,0,0,0,0,1,0
Tetraodon pustulatus,0,0,1,0,0,0,0,0,0,0,0
Tetraodon schoutedeni,0,0,1,0,0,0,0,0,0,0,0
Tetraodon turgidus,0,0,1,0,0,0,0,0,0,0,0
Tetrapturus belone,1,0,0,0,0,0,0,0,0,0,0
Tetrapturus pfluegeri,1,0,0,0,0,0,0,0,0,0,0
Tetraroge barbata,1,0,0,0,0,0,0,0,0,0,0
Tetraroge nigra,0,1,0,0,0,0,0,0,0,0,0
Tetronarce californica,0,1,0,0,0,0,0,0,0,0,0
Tetronarce nobiliana,1,0,0,0,0,0,0,0,0,0,0
Tetronarce peruana,1,0,0,0,0,0,0,0,0,0,0
Tetronarce puelcha,1,0,0,0,0,0,0,0,0,0,0
Tetronarce tokionis,1,0,0,0,0,0,0,0,0,0,0
Tetronarce tremens,1,0,0,0,0,0,0,0,0,0,0
Tetrosomus gibbosus,0,1,0,0,1,0,0,0,0,0,0
Tetrosomus reipublicae,0,1,0,1,1,0,0,0,0,0,0
Thalassobathia pelagica,1,0,0,0,0,0,0,0,0,0,0
Thalassoma amblycephalum,0,0,0,0,0,1,0,1,0,0,1
Thalassoma ascensionis,0,0,0,0,0,1,0,0,0,0,0
Thalassoma ballieui,0,0,0,0,0,0,0,1,0,0,1
